latitude,longitude,date,susceptibility_score,dynamic_hazard_score,final_risk_score,risk_level,system_action
27.7754625,88.73586250000001,2022-06-24,0.9766666666666667,0.9633333333333334,96.86666666666667,Critical,Immediate alert / authority review
27.1200625,88.50568750000001,2024-10-02,0.9466666666666667,0.9866666666666667,97.06666666666666,Critical,Immediate alert / authority review
27.4675375,88.83118750000001,2019-09-15,0.97,0.9666666666666667,96.8,Critical,Immediate alert / authority review
27.5946625,88.1174125,2018-10-07,0.9333333333333333,0.97,95.53333333333333,Critical,Immediate alert / authority review
27.2556625,88.9241875,2018-05-16,0.8766666666666667,0.9,89.06666666666666,Critical,Immediate alert / authority review
28.0975125,88.7242375,2018-07-24,0.92,0.98,95.6,Critical,Immediate alert / authority review
27.3291125,88.6521625,2023-05-26,0.8933333333333333,0.9033333333333333,89.93333333333334,Critical,Immediate alert / authority review
27.7048375,88.1313625,2020-08-11,0.98,0.9766666666666667,97.8,Critical,Immediate alert / authority review
28.0268875,88.1197375,2018-07-02,0.9133333333333333,0.9366666666666666,92.73333333333332,Critical,Immediate alert / authority review
27.3799625,88.1081125,2018-08-25,0.9566666666666667,0.9833333333333333,97.26666666666668,Critical,Immediate alert / authority review
27.0748625,88.2708625,2023-09-07,0.9533333333333334,0.99,97.53333333333333,Critical,Immediate alert / authority review
27.8941125,88.1615875,2018-09-20,0.9666666666666667,0.9533333333333334,95.86666666666667,Critical,Immediate alert / authority review
27.4166875,88.87536250000001,2020-07-08,0.9733333333333334,0.9666666666666667,96.93333333333334,Critical,Immediate alert / authority review
27.7924125,88.4731375,2024-09-16,0.9466666666666667,0.96,95.46666666666667,Critical,Immediate alert / authority review
27.2895625,88.4475625,2020-05-11,0.92,0.9233333333333333,92.19999999999999,Critical,Immediate alert / authority review
27.3121625,88.6870375,2021-05-12,0.9166666666666666,0.9366666666666666,92.86666666666667,Critical,Immediate alert / authority review
27.8828125,88.7219125,2021-06-22,0.9366666666666666,0.9333333333333333,93.46666666666667,Critical,Immediate alert / authority review
27.1906875,88.6870375,2019-08-15,0.9766666666666667,0.9933333333333333,98.66666666666666,Critical,Immediate alert / authority review
27.3856125,88.8846625,2019-07-12,0.97,0.9533333333333334,96.0,Critical,Immediate alert / authority review
27.3545375,88.0476625,2018-05-10,0.9,0.9366666666666666,92.2,Critical,Immediate alert / authority review
27.2019875,88.73353750000001,2021-07-27,0.94,0.9866666666666667,96.8,Critical,Immediate alert / authority review
27.6426875,88.0127875,2021-06-10,0.91,0.9366666666666666,92.6,Critical,Immediate alert / authority review
27.2697875,88.1987875,2020-07-21,0.92,0.98,95.6,Critical,Immediate alert / authority review
27.1341875,88.1360125,2024-09-06,0.9433333333333334,0.97,95.93333333333334,Critical,Immediate alert / authority review
28.0155875,88.7521375,2021-08-18,0.96,0.9833333333333333,97.4,Critical,Immediate alert / authority review
27.1680875,88.64053750000001,2023-10-22,0.91,0.94,92.8,Critical,Immediate alert / authority review
27.6822375,88.1174125,2022-08-15,0.9766666666666667,0.9666666666666667,97.06666666666666,Critical,Immediate alert / authority review
27.5861875,88.4545375,2019-08-14,0.97,0.9766666666666667,97.4,Critical,Immediate alert / authority review
27.9647375,88.70563750000001,2022-08-09,0.9266666666666666,0.94,93.46666666666667,Critical,Immediate alert / authority review
27.3375875,88.2615625,2021-09-06,0.98,0.9866666666666667,98.4,Critical,Immediate alert / authority review
27.8008875,88.87071250000001,2022-07-22,0.9466666666666667,0.91,92.46666666666667,Critical,Immediate alert / authority review
27.1426625,88.2406375,2022-08-02,0.9566666666666667,0.92,93.46666666666667,Critical,Immediate alert / authority review
27.8178375,88.1499625,2018-07-15,0.9766666666666667,0.9666666666666667,97.06666666666666,Critical,Immediate alert / authority review
27.4929625,88.3057375,2021-05-04,0.8566666666666667,0.9233333333333333,89.66666666666666,Critical,Immediate alert / authority review
27.6765875,88.4243125,2022-08-18,0.9566666666666667,0.9566666666666667,95.66666666666667,Critical,Immediate alert / authority review
27.4364625,88.9288375,2018-08-04,0.9566666666666667,0.9466666666666667,95.06666666666666,Critical,Immediate alert / authority review
27.9082375,88.86373750000001,2020-07-20,0.9333333333333333,0.9366666666666666,93.53333333333333,Critical,Immediate alert / authority review
27.9251875,88.3568875,2022-06-09,0.9233333333333333,0.9366666666666666,93.13333333333333,Critical,Immediate alert / authority review
27.2839125,88.40106250000001,2024-10-24,0.9133333333333333,0.9366666666666666,92.73333333333332,Critical,Immediate alert / authority review
27.2782625,88.5754375,2018-10-12,0.9566666666666667,0.96,95.86666666666667,Critical,Immediate alert / authority review
27.4873125,88.3824625,2018-09-04,0.9733333333333334,0.9866666666666667,98.13333333333333,Critical,Immediate alert / authority review
27.0861625,88.1894875,2018-10-04,0.9833333333333333,0.9833333333333333,98.33333333333333,Critical,Immediate alert / authority review
27.8969375,88.5824125,2020-10-08,0.96,0.9633333333333334,96.19999999999999,Critical,Immediate alert / authority review
27.1652625,88.1197375,2019-08-21,0.98,0.9666666666666667,97.19999999999999,Critical,Immediate alert / authority review
27.9393125,88.7893375,2022-07-05,0.9633333333333334,0.99,97.93333333333334,Critical,Immediate alert / authority review
27.0381375,88.2243625,2021-08-12,0.9766666666666667,0.9966666666666667,98.86666666666667,Critical,Immediate alert / authority review
27.4223375,88.3313125,2022-06-20,0.9366666666666666,0.96,95.06666666666666,Critical,Immediate alert / authority review
27.4421125,88.5638125,2021-06-19,0.98,0.95,96.19999999999999,Critical,Immediate alert / authority review
27.0324875,88.6870375,2023-07-12,0.9233333333333333,0.9266666666666666,92.53333333333333,Critical,Immediate alert / authority review
27.2387125,88.4568625,2022-08-14,0.97,0.9733333333333334,97.2,Critical,Immediate alert / authority review
27.2358875,88.5963625,2021-08-08,0.97,0.96,96.4,Critical,Immediate alert / authority review
28.0692625,88.23598750000001,2018-10-13,0.9133333333333333,0.93,92.33333333333334,Critical,Immediate alert / authority review
27.7104875,88.1360125,2019-10-15,0.9533333333333334,0.92,93.33333333333334,Critical,Immediate alert / authority review
28.0353625,88.7149375,2020-07-01,0.9533333333333334,0.9366666666666666,94.33333333333333,Critical,Immediate alert / authority review
27.9110625,88.60798750000001,2022-08-25,0.9766666666666667,0.93,94.86666666666667,Critical,Immediate alert / authority review
27.8884625,88.7823625,2024-10-02,0.96,0.9866666666666667,97.6,Critical,Immediate alert / authority review
27.1567875,88.1546125,2018-08-17,0.98,0.9866666666666667,98.4,Critical,Immediate alert / authority review
27.9873375,88.7777125,2019-10-26,0.9333333333333333,0.9366666666666666,93.53333333333333,Critical,Immediate alert / authority review
27.7952375,88.8567625,2019-09-12,0.9866666666666667,0.96,97.06666666666666,Critical,Immediate alert / authority review
27.5720625,88.70098750000001,2021-09-14,0.9666666666666667,0.9433333333333334,95.26666666666667,Critical,Immediate alert / authority review
27.1680875,88.5289375,2023-07-13,0.98,0.96,96.8,Critical,Immediate alert / authority review
27.0381375,88.5638125,2019-09-11,0.9533333333333334,0.9733333333333334,96.53333333333333,Critical,Immediate alert / authority review
27.3262875,88.1732125,2022-10-10,0.95,0.9666666666666667,96.0,Critical,Immediate alert / authority review
27.8884625,88.7102875,2023-09-20,0.96,0.9766666666666667,97.0,Critical,Immediate alert / authority review
27.5127375,88.6521625,2022-07-19,0.95,0.98,96.8,Critical,Immediate alert / authority review
27.3291125,88.2894625,2020-08-15,0.9733333333333334,0.99,98.33333333333334,Critical,Immediate alert / authority review
28.0720875,88.3475875,2020-08-12,0.9433333333333334,0.9433333333333334,94.33333333333333,Critical,Immediate alert / authority review
27.3601875,88.8265375,2019-10-26,0.8366666666666667,0.9333333333333333,89.46666666666667,Critical,Immediate alert / authority review
27.7133125,88.6870375,2019-07-05,0.99,0.9866666666666667,98.8,Critical,Immediate alert / authority review
27.4618875,88.63123750000001,2019-06-11,0.9266666666666666,0.9366666666666666,93.26666666666667,Critical,Immediate alert / authority review
27.3714875,88.7288875,2023-07-27,0.9733333333333334,0.9866666666666667,98.13333333333333,Critical,Immediate alert / authority review
27.3714875,88.5754375,2023-07-01,0.9533333333333334,0.98,96.93333333333334,Critical,Immediate alert / authority review
27.5381625,88.84048750000001,2019-08-06,0.9566666666666667,0.9633333333333334,96.06666666666666,Critical,Immediate alert / authority review
27.5014375,88.47081250000001,2022-08-20,0.9866666666666667,0.97,97.66666666666666,Critical,Immediate alert / authority review
27.9054125,88.5428875,2021-08-23,0.9666666666666667,0.9533333333333334,95.86666666666667,Critical,Immediate alert / authority review
27.5692375,88.6637875,2022-07-24,0.9833333333333333,0.9766666666666667,97.93333333333332,Critical,Immediate alert / authority review
27.9873375,88.2499375,2024-08-13,0.9166666666666666,0.9333333333333333,92.66666666666666,Critical,Immediate alert / authority review
27.5861875,88.86838750000001,2022-05-21,0.9033333333333333,0.9066666666666666,90.53333333333333,Critical,Immediate alert / authority review
27.5212125,88.2034375,2023-07-25,0.9833333333333333,0.9533333333333334,96.53333333333333,Critical,Immediate alert / authority review
27.2528375,88.30341250000001,2018-08-12,0.97,0.97,97.0,Critical,Immediate alert / authority review
27.6822375,88.0151125,2022-09-16,0.9466666666666667,0.86,89.46666666666667,Critical,Immediate alert / authority review
28.1088125,88.3824625,2018-07-15,0.97,0.9733333333333334,97.2,Critical,Immediate alert / authority review
27.5325125,88.7474875,2021-07-26,0.9866666666666667,0.9866666666666667,98.66666666666666,Critical,Immediate alert / authority review
27.8969375,88.3824625,2019-10-18,0.91,0.96,94.0,Critical,Immediate alert / authority review
27.2895625,88.2592375,2018-08-18,0.9733333333333334,0.97,97.13333333333333,Critical,Immediate alert / authority review
27.6878875,88.0662625,2019-07-24,0.95,0.9566666666666667,95.4,Critical,Immediate alert / authority review
27.6991875,88.69866250000001,2018-10-04,0.95,0.99,97.4,Critical,Immediate alert / authority review
27.1002875,88.6870375,2021-05-02,0.9033333333333333,0.8966666666666666,89.93333333333332,Critical,Immediate alert / authority review
27.6850625,88.70563750000001,2024-08-15,0.94,0.9366666666666666,93.8,Critical,Immediate alert / authority review
27.7359125,88.83118750000001,2022-08-21,0.94,0.9633333333333334,95.4,Critical,Immediate alert / authority review
27.7359125,88.5103375,2021-06-23,0.9566666666666667,0.9533333333333334,95.46666666666667,Critical,Immediate alert / authority review
27.5861875,88.87768750000001,2023-09-20,0.9766666666666667,0.9866666666666667,98.26666666666667,Critical,Immediate alert / authority review
28.0240625,88.0848625,2018-06-06,0.8933333333333333,0.95,92.73333333333332,Critical,Immediate alert / authority review
27.5099125,88.3592125,2020-05-03,0.8833333333333333,0.8833333333333333,88.33333333333333,Critical,Immediate alert / authority review
27.0861625,88.3196875,2021-10-18,0.8966666666666666,0.94,92.26666666666665,Critical,Immediate alert / authority review
27.4929625,88.7102875,2023-05-11,0.8966666666666666,0.9233333333333333,91.26666666666665,Critical,Immediate alert / authority review
27.2867375,88.2731875,2022-06-20,0.9666666666666667,0.9766666666666667,97.26666666666667,Critical,Immediate alert / authority review
27.87457033486824,88.4081569489694,2021-01-11,0.023333333333333334,0.006666666666666667,1.3333333333333335,Very Low,Normal monitoring
27.78802587283708,88.08758493353551,2024-01-04,0.013333333333333334,0.013333333333333334,1.3333333333333335,Very Low,Normal monitoring
27.888252664962955,88.11914567838826,2023-11-17,0.02,0.006666666666666667,1.2000000000000002,Very Low,Normal monitoring
27.72756758569115,88.76516830034188,2021-02-25,0.006666666666666667,0.013333333333333334,1.0666666666666669,Very Low,Normal monitoring
27.501058044674885,88.21133201125984,2018-08-24,0.04,0.02,2.8,Very Low,Normal monitoring
27.07211349939772,88.7696969899531,2021-11-18,0.0,0.013333333333333334,0.8,Very Low,Normal monitoring
27.40061434398675,88.90274916268727,2021-02-13,0.016666666666666666,0.0033333333333333335,0.8666666666666667,Very Low,Normal monitoring
27.87957335169335,88.18101399830233,2024-04-01,0.016666666666666666,0.0,0.6666666666666667,Very Low,Normal monitoring
27.527394734211548,88.04073750218213,2021-10-29,0.013333333333333334,0.013333333333333334,1.3333333333333335,Very Low,Normal monitoring
27.77184531716397,88.69262880499427,2019-01-30,0.013333333333333334,0.01,1.1333333333333333,Very Low,Normal monitoring
28.093285997650657,88.30301758306848,2024-05-03,0.016666666666666666,0.01,1.2666666666666666,Very Low,Normal monitoring
27.530598066741664,88.17620836394839,2020-08-04,0.04,0.023333333333333334,3.0,Very Low,Normal monitoring
27.14681130102908,88.44240558139012,2020-04-23,0.0033333333333333335,0.006666666666666667,0.5333333333333334,Very Low,Normal monitoring
27.75688981399124,88.40655128455127,2019-08-03,0.006666666666666667,0.03333333333333333,2.2666666666666666,Very Low,Normal monitoring
27.940926361545355,88.65124654486209,2018-09-06,0.02666666666666667,0.07666666666666666,5.666666666666666,Very Low,Normal monitoring
27.940453575576576,88.74843085247203,2020-03-09,0.013333333333333334,0.006666666666666667,0.9333333333333335,Very Low,Normal monitoring
27.437850568304096,88.26814513665514,2019-09-05,0.0,0.01,0.6,Very Low,Normal monitoring
27.15792030647852,88.18591462830186,2022-10-11,0.05333333333333334,0.06,5.733333333333333,Very Low,Normal monitoring
27.00831936481864,88.731839671077,2023-06-18,0.013333333333333334,0.04,2.9333333333333336,Very Low,Normal monitoring
27.79683687784776,88.72607799885044,2022-08-27,0.04666666666666667,0.03666666666666667,4.066666666666666,Very Low,Normal monitoring
27.518574826358325,88.5289293122362,2018-04-06,0.013333333333333334,0.0,0.5333333333333334,Very Low,Normal monitoring
27.12941898309565,88.62161475446514,2018-12-24,0.023333333333333334,0.03333333333333333,2.9333333333333336,Very Low,Normal monitoring
27.53233871294174,88.52566957902751,2018-07-22,0.01,0.013333333333333334,1.2000000000000002,Very Low,Normal monitoring
27.717231701600667,88.51482884261193,2023-05-10,0.016666666666666666,0.016666666666666666,1.6666666666666667,Very Low,Normal monitoring
27.63190409164232,88.28267359119823,2022-03-21,0.0,0.01,0.6,Very Low,Normal monitoring
27.49349064983257,88.19956374572216,2018-03-20,0.03333333333333333,0.013333333333333334,2.1333333333333337,Very Low,Normal monitoring
27.46163736740884,88.7936648581394,2018-03-30,0.03333333333333333,0.0033333333333333335,1.5333333333333334,Very Low,Normal monitoring
27.33176094627635,88.61558235869602,2019-08-21,0.05,0.056666666666666664,5.4,Very Low,Normal monitoring
27.629446332145644,88.72902533446897,2024-12-21,0.013333333333333334,0.013333333333333334,1.3333333333333335,Very Low,Normal monitoring
27.45921715342728,88.75703895773941,2022-08-25,0.023333333333333334,0.03666666666666667,3.1333333333333333,Very Low,Normal monitoring
27.188679399495705,88.02112222801449,2018-09-29,0.01,0.013333333333333334,1.2000000000000002,Very Low,Normal monitoring
27.816266066173988,88.4295458241338,2018-08-19,0.023333333333333334,0.05333333333333334,4.133333333333334,Very Low,Normal monitoring
27.18223711030797,88.46597164084613,2024-07-25,0.02,0.056666666666666664,4.199999999999999,Very Low,Normal monitoring
27.78684202383784,88.41492533628386,2019-01-25,0.0,0.006666666666666667,0.4,Very Low,Normal monitoring
27.430553985489023,88.28040624290753,2022-10-14,0.013333333333333334,0.06,4.133333333333333,Very Low,Normal monitoring
27.40884824992533,88.08151442496397,2022-05-31,0.013333333333333334,0.0,0.5333333333333334,Very Low,Normal monitoring
27.133346669396182,88.89456482803105,2020-07-25,0.006666666666666667,0.02,1.4666666666666668,Very Low,Normal monitoring
27.790669061206145,88.24725906415736,2024-05-11,0.016666666666666666,0.0033333333333333335,0.8666666666666667,Very Low,Normal monitoring
27.810085913749663,88.41790619699373,2023-02-27,0.01,0.02666666666666667,2.0,Very Low,Normal monitoring
27.108921787233456,88.83942022878578,2019-11-27,0.01,0.006666666666666667,0.8,Very Low,Normal monitoring
27.34573098529024,88.53867419911597,2021-10-29,0.03,0.023333333333333334,2.6,Very Low,Normal monitoring
27.81299314022456,88.40184652699085,2019-03-28,0.006666666666666667,0.0033333333333333335,0.46666666666666673,Very Low,Normal monitoring
27.70885898999376,88.54321111108885,2018-08-31,0.04,0.0033333333333333335,1.8,Very Low,Normal monitoring
27.095422082888074,88.38670088401867,2022-07-20,0.023333333333333334,0.02666666666666667,2.5333333333333337,Very Low,Normal monitoring
27.04702401646394,88.4594114618974,2019-04-27,0.013333333333333334,0.01,1.1333333333333333,Very Low,Normal monitoring
27.163312333418634,88.09616475998197,2020-04-23,0.0033333333333333335,0.01,0.7333333333333334,Very Low,Normal monitoring
27.664038366560813,88.1586514607393,2020-02-06,0.02,0.016666666666666666,1.8,Very Low,Normal monitoring
27.656599087861444,88.3225889182174,2024-06-22,0.016666666666666666,0.04666666666666667,3.466666666666667,Very Low,Normal monitoring
28.083171910962832,88.4485421963569,2021-04-08,0.006666666666666667,0.006666666666666667,0.6666666666666667,Very Low,Normal monitoring
27.093484899912355,88.45259224767949,2023-06-24,0.006666666666666667,0.023333333333333334,1.666666666666667,Very Low,Normal monitoring
27.55449890362061,88.87217860312674,2019-02-16,0.01,0.023333333333333334,1.8000000000000003,Very Low,Normal monitoring
27.53504302319436,88.24828736667547,2022-01-01,0.03,0.006666666666666667,1.6,Very Low,Normal monitoring
27.37467296699708,88.48422533429853,2023-12-13,0.01,0.03,2.1999999999999997,Very Low,Normal monitoring
27.02442165026477,88.76845148950076,2021-01-26,0.006666666666666667,0.006666666666666667,0.6666666666666667,Very Low,Normal monitoring
27.626060842199124,88.10097543925596,2022-08-30,0.06333333333333334,0.03,4.333333333333334,Very Low,Normal monitoring
27.31779417573808,88.61326305026347,2022-09-15,0.04666666666666667,0.023333333333333334,3.266666666666667,Very Low,Normal monitoring
27.121747268930164,88.85189101597798,2024-10-28,0.0,0.01,0.6,Very Low,Normal monitoring
27.04227618847908,88.51601279653408,2019-08-12,0.04666666666666667,0.02666666666666667,3.466666666666667,Very Low,Normal monitoring
27.41914218076456,88.77170446111315,2021-03-21,0.0033333333333333335,0.0,0.13333333333333336,Very Low,Normal monitoring
27.358366948889667,88.88619643741487,2023-08-28,0.043333333333333335,0.013333333333333334,2.5333333333333337,Very Low,Normal monitoring
27.32873715709833,88.4790031301855,2024-05-03,0.01,0.02,1.6,Very Low,Normal monitoring
28.057729234155328,88.15308527035128,2019-10-17,0.023333333333333334,0.04,3.3333333333333335,Very Low,Normal monitoring
27.05074899991333,88.40464026580283,2024-10-13,0.03,0.07333333333333333,5.6,Very Low,Normal monitoring
28.00759531086805,88.69620545809497,2024-12-11,0.02666666666666667,0.0033333333333333335,1.2666666666666668,Very Low,Normal monitoring
28.006595514692734,88.83090537491901,2018-10-24,0.04,0.02,2.8,Very Low,Normal monitoring
27.74767722737957,88.34750168785256,2021-08-19,0.016666666666666666,0.03666666666666667,2.8666666666666663,Very Low,Normal monitoring
27.29658038299284,88.87123622999643,2024-08-19,0.043333333333333335,0.03,3.533333333333333,Very Low,Normal monitoring
27.13871646362498,88.77293478507617,2019-09-08,0.0033333333333333335,0.02,1.3333333333333333,Very Low,Normal monitoring
27.17321127778568,88.1667195265867,2020-07-27,0.05,0.016666666666666666,3.0000000000000004,Very Low,Normal monitoring
27.988255106146333,88.18268423911455,2022-03-13,0.01,0.006666666666666667,0.8,Very Low,Normal monitoring
27.350665750377107,88.7229864995643,2020-03-29,0.05,0.0033333333333333335,2.2000000000000006,Very Low,Normal monitoring
27.565837540408648,88.13382467737266,2024-10-19,0.04666666666666667,0.023333333333333334,3.266666666666667,Very Low,Normal monitoring
27.015748005110268,88.21358010789893,2019-12-15,0.016666666666666666,0.01,1.2666666666666666,Very Low,Normal monitoring
27.76575430118253,88.11330422930453,2018-12-03,0.0033333333333333335,0.01,0.7333333333333334,Very Low,Normal monitoring
27.656661768419617,88.18579135604385,2024-01-19,0.013333333333333334,0.023333333333333334,1.9333333333333336,Very Low,Normal monitoring
28.048145682637355,88.3697477202572,2023-08-18,0.07,0.03333333333333333,4.800000000000001,Very Low,Normal monitoring
27.340072021712466,88.45438316217692,2021-07-23,0.013333333333333334,0.03,2.333333333333333,Very Low,Normal monitoring
28.07985428046308,88.26639499100031,2022-08-22,0.06,0.016666666666666666,3.4,Very Low,Normal monitoring
28.04503352512259,88.02311932698922,2022-03-06,0.013333333333333334,0.006666666666666667,0.9333333333333335,Very Low,Normal monitoring
27.716391876199623,88.09848458548821,2021-11-20,0.03333333333333333,0.0033333333333333335,1.5333333333333334,Very Low,Normal monitoring
27.158583744682225,88.38977631696416,2018-01-17,0.0033333333333333335,0.013333333333333334,0.9333333333333333,Very Low,Normal monitoring
27.67352808515484,88.8677115960882,2024-10-05,0.043333333333333335,0.06666666666666667,5.733333333333333,Very Low,Normal monitoring
27.908927834642657,88.43466488944642,2022-06-10,0.0033333333333333335,0.02,1.3333333333333333,Very Low,Normal monitoring
27.020155565894,88.10150391699213,2023-06-29,0.01,0.02666666666666667,2.0,Very Low,Normal monitoring
27.93725433481749,88.74103989214241,2021-03-29,0.016666666666666666,0.023333333333333334,2.066666666666667,Very Low,Normal monitoring
27.59976963737693,88.56359471325102,2019-08-18,0.013333333333333334,0.04,2.9333333333333336,Very Low,Normal monitoring
27.980545017766893,88.56088965632502,2020-01-11,0.01,0.006666666666666667,0.8,Very Low,Normal monitoring
27.422827969050115,88.39607034032737,2020-11-20,0.006666666666666667,0.013333333333333334,1.0666666666666669,Very Low,Normal monitoring
27.73668205890537,88.80676628752967,2019-12-02,0.016666666666666666,0.006666666666666667,1.0666666666666669,Very Low,Normal monitoring
27.28005870613504,88.22009599758775,2021-03-06,0.03333333333333333,0.006666666666666667,1.7333333333333334,Very Low,Normal monitoring
27.842996136675094,88.75940894998425,2024-09-17,0.0,0.016666666666666666,1.0,Very Low,Normal monitoring
27.075211508359352,88.55282330729351,2018-09-27,0.06,0.04,4.8,Very Low,Normal monitoring
27.16517576593775,88.7669376971244,2020-03-25,0.01,0.006666666666666667,0.8,Very Low,Normal monitoring
27.16257528425739,88.85650253941334,2020-03-04,0.0033333333333333335,0.006666666666666667,0.5333333333333334,Very Low,Normal monitoring
27.187050846690862,88.26478967657428,2022-01-15,0.016666666666666666,0.02666666666666667,2.2666666666666666,Very Low,Normal monitoring
27.13050377194185,88.01966765519289,2019-01-28,0.02666666666666667,0.0033333333333333335,1.2666666666666668,Very Low,Normal monitoring
27.06259681235561,88.16241656797034,2023-10-26,0.016666666666666666,0.016666666666666666,1.6666666666666667,Very Low,Normal monitoring
27.6679925122054,88.63306450992354,2018-05-17,0.006666666666666667,0.013333333333333334,1.0666666666666669,Very Low,Normal monitoring
27.444802416220192,88.2957317201654,2024-11-21,0.01,0.0033333333333333335,0.6000000000000001,Very Low,Normal monitoring
27.049126820074456,88.16879352092477,2021-07-13,0.06333333333333334,0.03666666666666667,4.733333333333333,Very Low,Normal monitoring
27.267521704347967,88.23193044552396,2022-07-01,0.06333333333333334,0.01,3.1333333333333337,Very Low,Normal monitoring
27.470376541044608,88.04580633153266,2021-12-31,0.0,0.016666666666666666,1.0,Very Low,Normal monitoring
27.42218397645932,88.4870902423074,2024-04-02,0.02666666666666667,0.006666666666666667,1.4666666666666668,Very Low,Normal monitoring
27.941808165781072,88.04832453581255,2018-09-17,0.01,0.01,1.0,Very Low,Normal monitoring
28.04507131199041,88.09217522166928,2023-11-10,0.01,0.0,0.4,Very Low,Normal monitoring
28.019998052638208,88.91100073294554,2023-11-27,0.013333333333333334,0.01,1.1333333333333333,Very Low,Normal monitoring
27.90628924470916,88.72491411291735,2022-05-24,0.02,0.0033333333333333335,1.0,Very Low,Normal monitoring
27.880265880673285,88.12513355382423,2022-07-01,0.06666666666666667,0.016666666666666666,3.666666666666667,Very Low,Normal monitoring
27.60575688062083,88.47822726927708,2024-10-07,0.03333333333333333,0.03666666666666667,3.533333333333333,Very Low,Normal monitoring
27.72270649649793,88.24781088527578,2024-01-01,0.0033333333333333335,0.016666666666666666,1.1333333333333333,Very Low,Normal monitoring
27.15793830437797,88.44442586484209,2019-02-27,0.013333333333333334,0.006666666666666667,0.9333333333333335,Very Low,Normal monitoring
27.26280403279763,88.34178598340708,2020-12-01,0.01,0.016666666666666666,1.4,Very Low,Normal monitoring
27.41402346830366,88.30457087490367,2021-01-14,0.01,0.01,1.0,Very Low,Normal monitoring
27.774889980365217,88.2760951213513,2020-08-27,0.006666666666666667,0.03666666666666667,2.4666666666666663,Very Low,Normal monitoring
28.07220945718833,88.85220365817051,2023-12-24,0.0033333333333333335,0.006666666666666667,0.5333333333333334,Very Low,Normal monitoring
27.3710481616553,88.4979543545419,2021-05-14,0.0,0.01,0.6,Very Low,Normal monitoring
27.9588733523142,88.6069062267209,2019-06-02,0.01,0.02666666666666667,2.0,Very Low,Normal monitoring
27.601976171954284,88.58861339521889,2023-08-19,0.013333333333333334,0.023333333333333334,1.9333333333333336,Very Low,Normal monitoring
27.22871719023206,88.6461622598012,2021-07-10,0.05333333333333334,0.043333333333333335,4.733333333333334,Very Low,Normal monitoring
27.149276206150745,88.57137315870399,2024-01-09,0.03666666666666667,0.006666666666666667,1.8666666666666667,Very Low,Normal monitoring
27.095477337270577,88.87042403511158,2023-01-24,0.013333333333333334,0.0,0.5333333333333334,Very Low,Normal monitoring
28.08353467787726,88.74482228375915,2018-12-18,0.006666666666666667,0.016666666666666666,1.2666666666666666,Very Low,Normal monitoring
